NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR
TTO,2016,8,34,28,78,Trinidad and Tobago,0,0,1,1,Brazil,0.0,0,0,0,19,0.0011399772004559,0.0010288065843621,0.0,121.0,0.2352941176470588,0.0357142857142857,0.8571428571428571,0.5813953488372093,1.3953488372093024,0.0014363885088919,0.7678571428571429,-3.265738995064564,1.9747665700715,-0.10281517747858016
TUN,2016,17,34,61,75,Tunisia,0,0,3,3,Brazil,0.0,0,0,0,13,0.0007799844003119,0.0030864197530864,0.0,40.333333333333336,0.5,0.0491803278688524,1.0833333333333333,0.676923076923077,1.3953488372093024,0.0014363885088919,0.7678571428571429,10.72230964992863,3.432738562920969,-0.08169761273209541
TUR,2016,21,34,100,41,Turkey,1,3,4,8,Brazil,0.125,0,0,0,90,0.0053998920021599,0.0082304526748971,0.125,15.125,0.6176470588235294,0.08,-0.108695652173913,0.5462184873949579,1.5348837209302326,0.0188514631743085,0.8113207547169812,18.50658056665386,9.021408527164333,0.10924369747899154
UAE,2016,6,34,12,78,United Arab Emirates,0,0,1,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.1764705882352941,0.0833333333333333,0.4444444444444444,0.75,1.3953488372093024,0.0014363885088919,0.7678571428571429,-4.3337539339879525,1.7213117318523832,-0.25
UKR,2016,24,34,204,31,Ukraine,2,5,4,11,Brazil,0.1818181818181818,0,0,0,120,0.0071998560028799,0.0113168724279835,0.1818181818181818,11.0,0.7058823529411765,0.0539215686274509,1.0666666666666669,0.4669117647058823,1.744186046511628,0.0284313725490196,0.8865979381443299,19.98267565161208,13.960524546062167,-0.06269349845201239
USA,2016,33,34,555,1,United States,46,37,38,121,Brazil,0.3801652892561983,0,0,0,2526,0.1515569688606227,0.1244855967078189,0.3801652892561983,1.0,0.9705882352941176,0.218018018018018,0.0,0.4867872044506258,2.0,0.0,1.0,33.51406139727017,89.01397525545393,-0.015389863764178224
UZB,2016,15,34,70,21,Uzbekistan,4,2,7,13,Brazil,0.3076923076923077,0,0,0,31,0.0018599628007439,0.0133744855967078,0.3076923076923077,9.307692307692308,0.4411764705882353,0.1857142857142857,-0.7236842105263158,0.6625,1.9534883720930232,0.0814956680346557,0.9772727272727272,14.327091900288712,12.74638364393805,0.0017857142857142794
VEN,2016,20,34,85,62,Venezuela,0,2,1,3,Brazil,0.0,0,0,0,15,0.0008999820003599,0.0030864197530864,0.0,40.333333333333336,0.5882352941176471,0.0352941176470588,0.24,0.7238095238095238,1.3953488372093024,0.0014363885088919,0.7678571428571429,15.063699983309885,4.109312947306372,0.14733893557422972
VIE,2016,10,34,22,48,Vietnam,1,1,0,2,Brazil,0.5,0,0,0,5,0.0002999940001199,0.0020576131687242,0.5,60.5,0.2941176470588235,0.0909090909090909,-0.3924050632911392,0.4285714285714285,1.5348837209302326,0.0188514631743085,0.8113207547169812,4.637971314076219,3.5573411671195245,0.09523809523809518
ALB,2024,4,50,8,80,Albania,0,0,2,2,France,0.0,0,0,0,2,0.0001199976000479,0.0019120458891013,0.0,63.0,0.08,0.25,0.0,0.5555555555555556,1.4,0.0015792759051186,0.7692307692307693,-2.319096150908389,3.205382481385147,
ALG,2024,15,50,46,39,Algeria,2,0,1,3,France,0.6666666666666666,0,0,0,20,0.0011999760004799,0.002868068833652,0.6666666666666666,42.0,0.3,0.0652173913043478,-0.3809523809523809,0.4909090909090909,1.7555555555555555,0.0295352811248382,0.8910891089108911,5.595281885599484,5.089390678522555,-0.33341523341523344
ARG,2024,25,50,143,52,Argentina,1,1,1,3,France,0.3333333333333333,0,0,0,77,0.0046199076018479,0.002868068833652,0.3333333333333333,42.0,0.5,0.0209790209790209,1.0,0.7467532467532467,1.511111111111111,0.016270649007581,0.8035714285714286,10.46408035357256,6.25726467716745,0.10020152261531567
ARM,2024,7,50,15,66,Armenia,0,3,1,4,France,0.0,0,0,0,18,0.0010799784004319,0.0038240917782026,0.0,31.5,0.14,0.2666666666666666,0.5714285714285714,0.8823529411764706,1.4,0.0015792759051186,0.7692307692307693,0.9554876918108705,4.384290472145035,0.17647058823529405
AUS,2024,44,50,474,4,Australia,18,19,16,53,France,0.3396226415094339,0,0,0,554,0.0332393352132957,0.0506692160611854,0.3396226415094339,2.3773584905660377,0.88,0.1118143459915611,-0.6,0.4375963020030816,2.0,0.0325842696629213,1.0,29.902612988272832,41.89053555473093,-0.05468169027491071
AUT,2024,26,50,84,36,Austria,2,0,3,5,France,0.4,0,0,0,98,0.0058798824023519,0.0047801147227533,0.4,25.2,0.52,0.0595238095238095,-0.5384615384615384,0.5537190082644629,1.7555555555555555,0.0295352811248382,0.8910891089108911,14.78316524530237,8.019641436766715,0.024307243558580494
AZE,2024,15,50,48,30,Azerbaijan,2,2,3,7,France,0.2857142857142857,0,0,0,49,0.0029399412011759,0.0066921606118546,0.2857142857142857,18.0,0.3,0.1458333333333333,-0.2307692307692307,0.5918367346938775,1.7555555555555555,0.0295352811248382,0.8910891089108911,7.524473977525871,6.784665300213744,-0.17627920733510793
BEL,2024,25,50,177,25,Belgium,3,1,6,10,France,0.3,0,0,0,162,0.0097198056038879,0.0095602294455066,0.3,12.6,0.5,0.0564971751412429,-0.2857142857142857,0.5041666666666667,1.8222222222222224,0.0306523096129838,0.9183673469387756,14.34070932682172,10.589339771070968,-0.11177536231884055
BOT,2024,2,50,14,55,Botswana,1,1,0,2,France,0.5,0,0,0,3,0.0001799964000719,0.0019120458891013,0.5,63.0,0.04,0.1428571428571428,-0.2142857142857142,0.8947368421052632,1.511111111111111,0.016270649007581,0.8035714285714286,-4.571588640051399,3.7791750040475303,0.14473684210526316
BRA,2024,38,50,289,20,Brazil,3,7,10,20,France,0.15,0,0,0,149,0.0089398212035759,0.0191204588910133,0.15,6.3,0.76,0.0692041522491349,0.5384615384615384,0.4513715710723192,1.8222222222222224,0.0306523096129838,0.9183673469387756,23.164596346533514,13.414470749042692,-0.10437456957948188
BRN,2024,5,50,14,33,Bahrain,2,1,1,4,France,0.5,0,0,0,7,0.0004199916001679,0.0038240917782026,0.5,31.5,0.1,0.2857142857142857,-0.3125,0.4666666666666667,1.7555555555555555,0.0295352811248382,0.8910891089108911,0.9797343144546022,5.050173417385006,-0.1393939393939394
BUL,2024,16,50,46,26,Bulgaria,3,1,3,7,France,0.4285714285714285,0,0,0,225,0.0134997300053998,0.0066921606118546,0.4285714285714285,18.0,0.32,0.1521739130434782,-0.6060606060606061,0.4918032786885246,1.8222222222222224,0.0306523096129838,0.9183673469387756,8.876414564290767,10.850571045933506,-0.07716223855285476
CAN,2024,40,50,332,12,Canada,9,7,11,27,France,0.3333333333333333,0,0,0,330,0.0197996040079198,0.025812619502868,0.3333333333333333,4.666666666666667,0.8,0.0813253012048192,-0.4,0.433085501858736,2.0,0.0998751560549313,1.0,26.2291235888996,23.42860040831293,0.0602459956858965
CHI,2024,22,50,48,55,Chile,1,1,0,2,France,0.5,0,0,0,15,0.0008999820003599,0.0019120458891013,0.5,63.0,0.44,0.0416666666666666,-0.2361111111111111,0.6153846153846154,1.511111111111111,0.016270649007581,0.8035714285714286,9.128760214345236,3.5802416514964137,-0.14323607427055696
CHN,2024,42,50,396,2,China,40,27,24,91,France,0.4395604395604395,0,0,0,638,0.0382792344153117,0.0869980879541109,0.4395604395604395,1.3846153846153846,0.84,0.2297979797979798,-0.3333333333333333,0.3884156729131175,1.9777777777777776,0.0,0.989010989010989,29.302999325592623,65.91812396343444,-0.020401962357423586
CIV,2024,4,50,13,84,Ivory Coast,0,0,1,1,France,0.0,0,0,0,4,0.0002399952000959,0.0009560229445506,0.0,126.0,0.08,0.0769230769230769,0.6470588235294118,0.2222222222222222,1.4,0.0015792759051186,0.7692307692307693,-8.519601440026491,2.423619437268818,-0.1777777777777778
COL,2024,24,50,88,66,Colombia,0,3,1,4,France,0.0,0,0,0,33,0.0019799604007919,0.0038240917782026,0.0,31.5,0.48,0.0454545454545454,2.0,0.4285714285714285,1.4,0.0015792759051186,0.7692307692307693,9.088653277160132,4.806545085459476,-0.0873521383075524
CPV,2024,5,50,7,84,Cabo Verde,0,0,1,1,France,0.0,0,0,0,1,5.999880002399952e-05,0.0009560229445506,0.0,126.0,0.1,0.1428571428571428,0.0,0.5714285714285714,1.4,0.0015792759051186,0.7692307692307693,-6.15785704958514,2.0311686265925224,
CRO,2024,16,50,73,30,Croatia,2,2,3,7,France,0.2857142857142857,0,0,0,40,0.0023999520009599,0.0066921606118546,0.2857142857142857,18.0,0.32,0.0958904109589041,0.7647058823529411,0.8,1.7555555555555555,0.0295352811248382,0.8910891089108911,6.284638408228864,7.392271981147557,0.058064516129032295
CUB,2024,16,50,61,32,Cuba,2,1,6,9,France,0.2222222222222222,0,0,0,229,0.0137397252054958,0.008604206500956,0.2222222222222222,14.0,0.32,0.1475409836065573,0.7777777777777778,0.4927536231884058,1.7555555555555555,0.0295352811248382,0.8910891089108911,7.015060968564234,11.329850465819687,-0.20654707611229345
CYP,2024,9,50,15,74,Cyprus,0,1,0,1,France,0.0,0,0,0,2,0.0001199976000479,0.0009560229445506,0.0,126.0,0.18,0.0666666666666666,0.0571428571428571,0.5652173913043478,1.4,0.0015792759051186,0.7692307692307693,-4.081161093504279,2.5904552720742693,-0.1270903010033445
CZE,2024,27,50,111,28,Czech Republic,3,0,2,5,France,0.6,0,0,0,61,0.0036599268014639,0.0047801147227533,0.6,25.2,0.54,0.045045045045045,-0.3488372093023256,0.5302013422818792,1.8222222222222224,0.0306523096129838,0.9183673469387756,15.091321596755458,6.777672060277876,-0.054983842903305935
DEN,2024,24,50,128,29,Denmark,2,2,5,9,France,0.2222222222222222,0,0,0,205,0.0122997540049199,0.008604206500956,0.2222222222222222,14.0,0.48,0.0703125,0.074074074074074,0.4285714285714285,1.7555555555555555,0.0295352811248382,0.8910891089108911,13.140690617300908,9.687218420509655,-0.14485514485514495
DMA,2024,2,50,4,62,Dominica,1,0,0,1,France,1.0,0,0,0,1,5.999880002399952e-05,0.0009560229445506,1.0,126.0,0.04,0.25,0.0,0.5,1.511111111111111,0.016270649007581,0.8035714285714286,-7.266404767745174,3.304427641509694,
DOM,2024,13,50,59,59,Dominican Republic,1,0,2,3,France,0.3333333333333333,0,0,0,10,0.0005999880002399,0.002868068833652,0.3333333333333333,42.0,0.26,0.0508474576271186,-0.2435897435897435,0.609375,1.511111111111111,0.016270649007581,0.8035714285714286,3.775729788197597,3.5098929024272483,-0.12395833333333328
ECU,2024,14,50,40,49,Ecuador,1,2,2,5,France,0.2,0,0,0,7,0.0004199916001679,0.0047801147227533,0.2,25.2,0.28,0.125,-0.3194444444444444,0.3829787234042553,1.511111111111111,0.016270649007581,0.8035714285714286,6.3089483333103615,4.754788256154145,-0.309328968903437
EGY,2024,26,50,155,52,Egypt,1,1,1,3,France,0.3333333333333333,0,0,0,33,0.0019799604007919,0.002868068833652,0.3333333333333333,42.0,0.52,0.0193548387096774,-0.3066666666666666,0.6086956521739131,1.511111111111111,0.016270649007581,0.8035714285714286,13.10387120415909,3.819187928140439,-0.05553792446842265
EOR,2024,13,50,37,84,Refugee Olympic Team,0,0,1,1,France,0.0,0,0,0,1,5.999880002399952e-05,0.0009560229445506,0.0,126.0,0.26,0.027027027027027,0.0,0.6363636363636364,1.4,0.0015792759051186,0.7692307692307693,-1.4621587217780074,2.049947146034504,
ESP,2024,39,50,400,15,Spain,5,4,9,18,France,0.2777777777777778,0,0,0,170,0.0101997960040799,0.017208413001912,0.2777777777777778,7.0,0.78,0.045,0.0714285714285714,0.5304182509505704,2.0,0.1252184769038701,1.0,24.300023015576667,13.486178486881714,0.004247452052498768
ETH,2024,2,50,33,47,Ethiopia,1,3,0,4,France,0.25,0,0,0,58,0.0034799304013919,0.0038240917782026,0.25,31.5,0.04,0.1212121212121212,0.0681818181818181,0.4571428571428571,1.511111111111111,0.016270649007581,0.8035714285714286,-3.4701090194681075,6.2689924716467615,0.009774436090225491
FIJ,2024,7,50,36,74,Fiji,0,1,0,1,France,0.0,0,0,0,2,0.0001199976000479,0.0009560229445506,0.0,126.0,0.14,0.0277777777777777,0.3703703703703703,0.5277777777777778,1.4,0.0015792759051186,0.7692307692307693,-6.410356433995509,2.186342753228707,-0.1514675052410901
FRA,2024,46,50,601,5,France,16,26,22,64,France,0.25,0,0,1,784,0.0470390592188156,0.0611854684512428,0.25,1.96875,0.92,0.1064891846921797,-0.2857142857142857,0.4968789013732834,2.0,0.0429463171036204,1.0,30.87898106692336,52.092649351720965,-0.07929297362671661
GBR,2024,33,50,343,7,Great Britain,14,22,29,65,France,0.2153846153846154,0,0,0,948,0.0568788624227515,0.0621414913957935,0.2153846153846154,1.9384615384615385,0.66,0.1895043731778425,-0.8888888888888888,0.4953095684803001,2.0,0.0424763163692442,1.0,23.059683492845902,50.11360705066768,-0.06117578716823541
GBR,2024,33,50,343,19,Ireland,4,0,3,7,France,0.5714285714285714,0,0,0,955,0.0572988540229195,0.0066921606118546,0.5714285714285714,18.0,0.66,0.0204081632653061,1.7142857142857142,0.4953095684803001,2.0,0.0424763163692442,1.0,16.614305765335587,22.76057723579744,0.0
GEO,2024,9,50,28,24,Georgia,3,3,1,7,France,0.4285714285714285,0,0,0,39,0.0023399532009359,0.0066921606118546,0.4285714285714285,18.0,0.18,0.25,-0.3684210526315789,0.7105263157894737,1.8222222222222224,0.0306523096129838,0.9183673469387756,4.382177658623236,5.663717602394531,0.02163742690058479
GER,2024,42,50,457,10,Germany,12,13,8,33,France,0.3636363636363636,0,0,0,667,0.0400191996160076,0.031548757170172,0.3636363636363636,3.8181818181818175,0.84,0.0722100656455142,1.0,0.5301391035548686,1.9777777777777776,0.047773616312942,0.989010989010989,25.594625223214344,34.35614793086695,-0.010905672564534341
GRE,2024,17,50,100,51,Greece,1,1,6,8,France,0.125,0,0,0,125,0.0074998500029999,0.0076481835564053,0.125,15.75,0.34,0.08,1.04,0.6111111111111112,1.511111111111111,0.016270649007581,0.8035714285714286,6.57655277764865,7.810809370261749,-0.03311965811965811
GRN,2024,2,50,6,80,Grenada,0,0,2,2,France,0.0,0,0,0,4,0.0002399952000959,0.0019120458891013,0.0,63.0,0.04,0.3333333333333333,0.1594202898550724,0.6666666666666666,1.4,0.0015792759051186,0.7692307692307693,-3.170622937089969,2.8812560532400875,-0.16666666666666674
GUA,2024,7,50,16,60,Guatemala,1,0,1,2,France,0.5,0,0,0,3,0.0001799964000719,0.0019120458891013,0.5,63.0,0.14,0.125,-0.1428571428571428,0.625,1.511111111111111,0.016270649007581,0.8035714285714286,-1.1833572468613405,3.764768952241072,0.04166666666666663
HKG,2024,13,50,34,37,Hong Kong,2,0,2,4,France,0.5,0,0,0,7,0.0004199916001679,0.0038240917782026,0.5,31.5,0.26,0.1176470588235294,-0.5316455696202531,0.3725490196078431,1.7555555555555555,0.0295352811248382,0.8910891089108911,5.462749011598246,4.621478085304528,-0.10017825311942963
HUN,2024,24,50,177,14,Hungary,6,7,6,19,France,0.3157894736842105,0,0,0,511,0.0306593868122637,0.0181644359464627,0.3157894736842105,6.631578947368421,0.48,0.1073446327683615,0.1666666666666666,0.5215686274509804,2.0,0.1168539325842696,1.0,13.790401826611102,21.976982013895977,-0.03725490196078429
INA,2024,12,50,29,39,Indonesia,2,0,1,3,France,0.6666666666666666,0,0,0,35,0.0020999580008399,0.002868068833652,0.6666666666666666,42.0,0.24,0.1034482758620689,-0.1521739130434782,0.5,1.7555555555555555,0.0295352811248382,0.8910891089108911,3.4447184020564907,4.743882815122838,-0.14516129032258063
IND,2024,16,50,112,71,India,0,1,5,6,France,0.0,0,0,0,34,0.0020399592008159,0.005736137667304,0.0,21.0,0.32,0.0535714285714285,0.0597014925373134,0.5579710144927537,1.4,0.0015792759051186,0.7692307692307693,6.722310380734883,5.3589652116972974,0.03489409141583055
IRI,2024,14,50,41,21,Iran,3,6,3,12,France,0.25,0,0,0,81,0.0048599028019439,0.011472275334608,0.25,10.5,0.28,0.2926829268292683,-0.125,0.7391304347826086,1.8222222222222224,0.0306523096129838,0.9183673469387756,8.551355039562795,14.09333952292023,-0.09669046073977938
IRL,2024,17,50,143,19,Ireland,4,0,3,7,France,0.5714285714285714,0,0,0,38,0.0022799544009119,0.0066921606118546,0.5714285714285714,18.0,0.34,0.0489510489510489,-0.6984126984126984,0.4756756756756757,1.933333333333333,0.0424763163692442,0.967741935483871,8.690445552508951,-1.814468139971792,-0.19099099099099093
ISR,2024,20,50,89,41,Israel,1,5,1,7,France,0.1428571428571428,0,0,0,16,0.0009599808003839,0.0066921606118546,0.1428571428571428,18.0,0.4,0.0786516853932584,-0.4675324675324675,0.5797101449275363,1.511111111111111,0.016270649007581,0.8035714285714286,10.860771380702392,4.926191646800749,0.10513387374109556
ITA,2024,39,50,397,9,Italy,12,13,15,40,France,0.3,0,0,0,623,0.0373792524149517,0.0382409177820267,0.3,3.15,0.78,0.1007556675062972,0.0,0.5229508196721312,1.9777777777777776,0.047773616312942,0.989010989010989,25.188444070141145,35.86908856911859,-0.010883766794034244
JAM,2024,4,50,65,44,Jamaica,1,3,2,6,France,0.1666666666666666,0,0,0,85,0.0050998980020399,0.005736137667304,0.1666666666666666,21.0,0.08,0.0923076923076923,1.75,0.4444444444444444,1.511111111111111,0.016270649007581,0.8035714285714286,-4.188951699610227,7.4213205360616925,0.0028860028860029363
JOR,2024,6,50,12,74,Jordan,0,1,0,1,France,0.0,0,0,0,2,0.0001199976000479,0.0009560229445506,0.0,126.0,0.12,0.0833333333333333,0.3703703703703703,0.7692307692307693,1.4,0.0015792759051186,0.7692307692307693,-6.576702737974757,2.1725702180980657,-0.10576923076923073
JPN,2024,41,50,430,3,Japan,20,12,13,45,France,0.4444444444444444,1,0,0,486,0.0291594168116637,0.0430210325047801,0.4444444444444444,2.8,0.82,0.1046511627906976,-0.5,0.5535117056856187,2.0,0.0222222222222222,1.0,27.45324466022427,54.95214517517852,0.032869503850756265
KAZ,2024,23,50,79,43,Kazakhstan,1,3,3,7,France,0.1428571428571428,0,0,0,70,0.0041999160016799,0.0066921606118546,0.1428571428571428,18.0,0.46,0.0886075949367088,0.4333333333333333,0.7073170731707317,1.511111111111111,0.016270649007581,0.8035714285714286,11.843831846602262,6.33060168969243,0.1707317073170731
KEN,2024,6,50,74,17,Kenya,4,2,5,11,France,0.3636363636363636,0,0,0,114,0.0068398632027359,0.0105162523900573,0.3636363636363636,11.454545454545457,0.12,0.1486486486486486,0.1333333333333333,0.5194805194805194,1.933333333333333,0.0424763163692442,0.967741935483871,0.7622017706649001,7.0758489302181,-0.055519480519480524
KGZ,2024,5,50,16,68,Kyrgyzstan,0,2,4,6,France,0.0,0,0,0,10,0.0005999880002399,0.005736137667304,0.0,21.0,0.1,0.375,0.0625,0.7058823529411765,1.4,0.0015792759051186,0.7692307692307693,1.9221101821451263,4.913317242376641,-0.11229946524064172
KOR,2024,23,50,147,8,South Korea,13,9,10,32,France,0.40625,0,0,0,300,0.0179996400071998,0.0305927342256214,0.40625,3.9375,0.46,0.2176870748299319,0.0,0.4556451612903225,2.0,0.063171036204744,1.0,14.578792343381558,34.34972718508444,-0.095685637188765
KOS,2024,4,50,9,73,Kosovo,0,1,1,2,France,0.0,0,0,0,3,0.0001799964000719,0.0019120458891013,0.0,63.0,0.08,0.2222222222222222,0.3518518518518518,0.2222222222222222,1.4,0.0015792759051186,0.7692307692307693,-3.120863762168467,3.6910528778444336,-0.1527777777777778
LCA,2024,3,50,4,55,Saint Lucia,1,1,0,2,France,0.5,0,0,0,2,0.0001199976000479,0.0019120458891013,0.5,63.0,0.06,0.5,0.0,0.6,1.511111111111111,0.016270649007581,0.8035714285714286,-0.4943803545614855,3.214542410313892,
LTU,2024,14,50,51,70,Lithuania,0,2,2,4,France,0.0,0,0,0,29,0.0017399652006959,0.0038240917782026,0.0,31.5,0.28,0.0784313725490196,0.0769230769230769,0.6031746031746031,1.4,0.0015792759051186,0.7692307692307693,4.901628842666085,5.0925896625557385,-0.14682539682539686
MAR,2024,21,50,61,60,Morocco,1,0,1,2,France,0.5,0,0,0,25,0.0014999700005999,0.0019120458891013,0.5,63.0,0.42,0.0327868852459016,-0.2307692307692307,0.7142857142857143,1.511111111111111,0.016270649007581,0.8035714285714286,8.294758098046449,3.6770847444421024,0.11813186813186816
MAS,2024,11,50,26,80,Malaysia,0,0,2,2,France,0.0,0,0,0,13,0.0007799844003119,0.0019120458891013,0.0,63.0,0.22,0.0769230769230769,0.3333333333333333,0.46875,1.4,0.0015792759051186,0.7692307692307693,0.5650858455167265,3.005848601550314,-0.07886904761904767
MDA,2024,10,50,26,72,Moldova,0,1,3,4,France,0.0,0,0,0,9,0.0005399892002159,0.0038240917782026,0.0,31.5,0.2,0.1538461538461538,-0.1219512195121951,0.5,1.4,0.0015792759051186,0.7692307692307693,3.0253786645496805,5.008681790804483,-0.23333333333333328
