NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small
ARG,2012,23,32,137,42,Argentina,1,1,2,4,United Kingdom,0.25,0,0,0,70,0.0041999160016799,0.0041407867494824,0.25,26.0,,0.0213522164206937,0.2,0.6959459459459459,1.5813953488372092,0.0213933945671292,0.8269230769230769,20.64897205580232,6.673269762194281,0.08215284249767,3.85,-17.939552919708028,-2.686865875912408,0.0,0.0145985401459854,0.71875,0.2185430463576159
ARM,2012,9,32,24,65,Armenia,0,1,1,2,United Kingdom,0.0,0,0,0,10,0.0005999880002399,0.0020703933747412,0.0,52.0,-0.5359978603145508,0.0651822916666666,0.0483870967741935,0.8709677419354839,1.302325581395349,0.001267892295886,0.7413793103448276,3.9083704194524462,1.9809782274943155,-0.0521091811414393,3.0,-14.260416666666666,-2.178125,0.0,0.0416666666666666,0.28125,0.0993377483443708
AUS,2012,29,32,405,8,Australia,8,15,12,35,United Kingdom,0.2285714285714285,0,0,0,472,0.0283194336113277,0.036231884057971,0.2285714285714285,2.9714285714285715,3.3754030503158634,0.2061362311385458,0.3333333333333333,0.5272373540856031,1.9534883720930232,0.036922024623803,0.9772727272727272,29.202484478727992,29.18031368361426,0.0026759505768312,20.51851851851852,-1.7001873897707234,13.852906746031746,0.0,0.0024691358024691,0.875,0.6821192052980133
AZE,2012,15,32,52,32,Azerbaijan,2,2,5,9,United Kingdom,0.2222222222222222,0,0,0,24,0.0014399712005759,0.0093167701863354,0.2222222222222222,11.555555555555555,0.8371125362787061,0.2330921782544377,-0.2,0.7288135593220338,1.7906976744186047,0.0344312633525539,0.9052631578947368,14.317288324086578,5.348281948687874,0.046995377503852,7.0,-4.774839743589744,3.4675480769230766,0.0,0.0192307692307692,0.46875,0.1887417218543046
BAH,2012,2,32,21,50,Bahamas,1,0,0,1,United Kingdom,1.0,0,0,0,12,0.0007199856002879,0.0010351966873706,1.0,104.0,0.0282740475117186,0.0436758314436885,-0.2647058823529412,0.5517241379310345,1.5813953488372092,0.0213933945671292,0.8269230769230769,-6.908268247689024,2.9729791445086744,-0.1149425287356321,1.5555555555555556,-6.3898809523809526,-0.8280753968253969,0.0,0.1904761904761904,0.0625,0.0529801324503311
BEL,2012,16,32,111,64,Belgium,0,1,2,3,United Kingdom,0.0,0,0,0,146,0.0087598248035039,0.0031055900621118,0.0,34.666666666666664,-1.5363497821191294,0.0247516435354272,0.7297297297297297,0.6549295774647887,1.302325581395349,0.001267892295886,0.7413793103448276,11.328105214204848,6.3580707461855805,-0.1486418511066398,6.0,-16.806306306306304,-0.8418918918918914,0.0,0.009009009009009,0.5,0.2350993377483443
BLR,2012,23,32,160,28,Belarus,2,5,3,10,United Kingdom,0.2,0,0,0,69,0.0041399172016559,0.010351966873706,0.2,10.4,2.0162713208616285,0.10682421875,0.1666666666666666,0.5351351351351351,1.7906976744186047,0.0344312633525539,0.9052631578947368,21.899934092275444,11.046342964678129,-0.0598015737256243,13.0,-6.6937500000000005,7.091875,0.0,0.1,0.71875,0.3642384105960264
BOT,2012,2,32,4,70,Botswana,0,1,0,1,United Kingdom,0.0,0,0,0,1,5.999880002399952e-05,0.0010351966873706,0.0,104.0,0.0219722213007539,0.2298437499999999,0.0,0.75,1.302325581395349,0.001267892295886,0.7413793103448276,-5.2251371638415645,2.495295461214904,,1.5,-6.1875,-0.8062500000000001,0.0,0.25,0.0625,0.0132450331125827
BRA,2012,27,32,246,22,Brazil,3,5,9,17,United Kingdom,0.1764705882352941,0,1,0,110,0.0065998680026399,0.0175983436853002,0.1764705882352941,6.117647058823529,2.0739390935872546,0.0963355951318658,-0.0434782608695652,0.5294117647058824,1.9069767441860463,0.0592964627711549,0.9555555555555556,27.108020660274004,11.6653794790274,0.0205360250609119,7.45,-4.248909014825442,3.940327295552368,0.0769230769230769,0.048780487804878,0.8125,0.4470198675496689
BRN,2012,3,32,12,50,Bahrain,1,0,0,1,United Kingdom,1.0,0,0,0,1,5.999880002399952e-05,0.0010351966873706,1.0,104.0,0.0506380643274536,0.0730121527777777,0.0,0.2857142857142857,1.5813953488372092,0.0213933945671292,0.8269230769230769,-5.782978712222232,2.790984747349933,,2.333333333333333,-9.572916666666666,-1.2385416666666664,0.0,0.0833333333333333,0.09375,0.0364238410596026
BUL,2012,17,32,63,60,Bulgaria,0,2,1,3,United Kingdom,0.0,0,0,0,215,0.0128997420051598,0.0031055900621118,0.0,34.666666666666664,0.9639925440001652,0.0662541266506602,0.4285714285714285,0.52,1.302325581395349,0.001267892295886,0.7413793103448276,13.130540520123194,7.594905205571331,-0.0777011494252873,13.235294117647058,-17.837797619047617,3.913366596638656,0.0,0.0158730158730158,0.53125,0.1854304635761589
CAN,2012,28,32,272,27,Canada,2,6,10,18,United Kingdom,0.1111111111111111,0,0,0,281,0.0168596628067438,0.0186335403726708,0.1111111111111111,5.777777777777778,2.6745471002711025,0.1146258650519031,0.35,0.4124293785310734,1.7906976744186047,0.0344312633525539,0.9052631578947368,27.667032355532992,15.25527678819916,-0.1688623809344054,12.22222222222222,-4.11437908496732,7.321241830065357,0.0,0.0073529411764705,0.875,0.5927152317880795
CHN,2012,29,32,365,2,China,39,31,22,92,United Kingdom,0.4239130434782608,1,0,0,477,0.0286194276114477,0.0952380952380952,0.4239130434782608,1.1304347826086956,4.446677196087682,1.3787436198161005,1.0,0.4425887265135699,2.0,0.0116279069767441,1.0,30.01994243931616,57.96145462222052,-0.072479766637115,63.8,0.1338482727814175,44.70015448183442,0.0,0.0027397260273972,0.90625,0.6688741721854304
CMR,2012,9,32,32,79,Cameroon,0,0,1,1,United Kingdom,0.0,0,0,0,6,0.0003599928001439,0.0010351966873706,0.0,104.0,0.0307753332700803,0.0063085937499999,0.490566037735849,0.3125,1.302325581395349,0.001267892295886,0.7413793103448276,-0.1448828417402815,2.092093031909508,-0.46875,1.0,-28.9375,-7.98125,0.0,0.03125,0.28125,0.0529801324503311
COL,2012,19,32,101,38,Colombia,1,3,5,9,United Kingdom,0.1111111111111111,0,0,0,21,0.0012599748005039,0.0093167701863354,0.1111111111111111,11.555555555555555,0.3605403167254377,0.0931769495637682,-0.3666666666666666,0.4666666666666667,1.5813953488372092,0.0213933945671292,0.8269230769230769,18.29766061244635,3.61774872244665,-0.1666666666666666,3.3,-6.1782522002200215,0.4565243399339933,0.0,0.0198019801980198,0.59375,0.2682119205298013
CRO,2012,17,32,107,26,Croatia,3,1,2,6,United Kingdom,0.5,0,0,0,23,0.0013799724005519,0.0062111801242236,0.5,17.333333333333332,0.4712032941683646,0.0611983033452702,-0.559322033898305,0.5847457627118644,1.9069767441860463,0.0592964627711549,0.9555555555555556,15.626229536749529,7.586292119252034,-0.1752542372881356,5.0,-8.621008566978192,0.9136974299065423,0.0,0.1401869158878504,0.53125,0.1754966887417218
CUB,2012,14,32,109,16,Cuba,5,3,7,15,United Kingdom,0.3333333333333333,0,0,0,209,0.0125397492050159,0.015527950310559,0.3333333333333333,6.933333333333334,1.124325249591237,0.2653387761972896,-0.1578947368421052,0.5932203389830508,1.976744186046512,0.091111328252231,0.9885057471264368,12.998565950137406,17.493045515671746,-0.0500545148181187,14.3125,-2.458218654434251,9.281284403669725,0.0,0.0091743119266055,0.4375,0.2847682119205298
CYP,2012,7,32,13,70,Cyprus,0,1,0,1,United Kingdom,0.0,0,0,0,1,5.999880002399952e-05,0.0010351966873706,0.0,104.0,0.1232445477734706,0.0304900147928994,0.0,0.6923076923076923,1.302325581395349,0.001267892295886,0.7413793103448276,-1.253485685956099,2.1291863775456825,,1.0,-22.454326923076923,-6.036298076923076,0.0,0.1538461538461538,0.21875,0.0397350993377483
CZE,2012,21,32,133,19,Czech Republic,4,4,3,11,United Kingdom,0.3636363636363636,0,0,0,46,0.0027599448011039,0.0113871635610766,0.3636363636363636,9.454545454545457,1.5192591614594395,0.1195966596472383,-0.24,0.5094339622641509,1.9069767441860463,0.048374698716696,0.9555555555555556,20.459382916378463,11.393003248720518,-0.0411989491282541,8.714285714285714,-5.465588687628163,4.46032339371155,0.0,0.0150375939849624,0.65625,0.3178807947019867
DEN,2012,17,32,113,30,Denmark,2,4,3,9,United Kingdom,0.2222222222222222,0,0,0,181,0.0108597828043439,0.0093167701863354,0.2222222222222222,11.555555555555555,0.9799897446135202,0.1072561232281305,0.0,0.5100671140939598,1.7906976744186047,0.0344312633525539,0.9052631578947368,15.36408426201648,12.67987720387358,-0.1936365896097439,7.321428571428571,-5.527992871189773,3.466602138643067,0.0,0.0176991150442477,0.53125,0.2251655629139073
DOM,2012,10,32,33,47,Dominican Republic,1,1,0,2,United Kingdom,0.5,0,0,0,6,0.0003599928001439,0.0020703933747412,0.5,52.0,,0.0388096877869605,0.0,0.4166666666666667,1.5813953488372092,0.0213933945671292,0.8269230769230769,4.895575861442614,3.259147428933244,-0.287037037037037,1.6666666666666667,-15.87689393939394,-3.5964015151515145,0.0,0.3636363636363636,0.3125,0.0695364238410596
EGY,2012,21,32,109,56,Egypt,0,3,1,4,United Kingdom,0.0,0,0,0,27,0.0016199676006479,0.0041407867494824,0.0,26.0,,0.0271527859607776,-0.3086419753086419,0.6590909090909091,1.302325581395349,0.001267892295886,0.7413793103448276,19.17606541373484,2.994641619184684,-0.0478056426332288,3.3,-16.36955275229358,-2.600865825688074,0.0,0.0091743119266055,0.65625,0.2880794701986754
ESP,2012,27,32,278,17,Spain,4,10,6,20,United Kingdom,0.2,0,0,0,135,0.0080998380032399,0.020703933747412,0.2,5.2,2.2362300290153097,0.1072550916101649,0.2142857142857142,0.5988200589970502,1.9069767441860463,0.048374698716696,0.9555555555555556,26.808719622109745,15.232142223121231,0.0100876646308529,8.5,-3.4718075539568347,4.9084577338129485,0.0,0.0035971223021582,0.84375,0.4403973509933774
EST,2012,11,32,32,65,Estonia,0,1,1,2,United Kingdom,0.0,0,0,0,33,0.0019799604007919,0.0020703933747412,0.0,52.0,,0.04462109375,0.3829787234042553,0.6944444444444444,1.302325581395349,0.001267892295886,0.7413793103448276,5.50065621341613,3.392618073253177,0.0151991614255765,3.4,-17.46875,-2.860625,0.0,0.03125,0.34375,0.0993377483443708
ETH,2012,2,32,33,25,Ethiopia,3,2,3,8,United Kingdom,0.375,0,0,0,46,0.0027599448011039,0.0082815734989648,0.375,13.0,-0.0213093064332743,0.3144437380801017,0.4705882352941176,0.5294117647058824,1.9069767441860463,0.0592964627711549,0.9555555555555556,-0.972479971073978,7.378921198653494,0.0121703853955374,4.461538461538462,-0.5075757575757576,2.970804195804196,0.0,0.0909090909090909,0.0625,0.0463576158940397
FIN,2012,14,32,56,60,Finland,0,2,1,3,United Kingdom,0.0,0,0,0,303,0.0181796364072718,0.0031055900621118,0.0,34.666666666666664,0.7079471219300628,0.0755856505102039,0.3636363636363636,0.463768115942029,1.302325581395349,0.001267892295886,0.7413793103448276,9.840616540780951,6.753801117947181,-0.0790890269151138,12.16,-14.675595238095235,4.109321428571428,0.0,0.0178571428571428,0.4375,0.2019867549668874
FRA,2012,28,32,324,7,France,11,11,13,35,United Kingdom,0.3142857142857143,0,0,0,678,0.0406791864162716,0.036231884057971,0.3142857142857143,2.9714285714285715,3.504079649892237,0.3072119095202053,-0.3,0.5704225352112676,1.976744186046512,0.0364797081623346,0.9885057471264368,29.206124794986124,37.21175283066732,-0.0233274647887323,27.03448275862069,-1.6169753086419756,18.43904533844189,0.0,0.0092592592592592,0.875,0.6192052980132451
GAB,2012,5,32,21,70,Gabon,0,1,0,1,United Kingdom,0.0,0,0,0,1,5.999880002399952e-05,0.0010351966873706,0.0,104.0,0.1483515655733913,0.0280293367346938,0.0,0.9047619047619048,1.302325581395349,0.001267892295886,0.7413793103448276,-3.851117777872109,2.116077384371893,,1.0,-16.046130952380953,-4.113839285714286,0.0,0.7142857142857143,0.15625,0.0231788079470198
GBR,2012,32,32,530,3,Great Britain,29,18,18,65,United Kingdom,0.4461538461538462,0,0,0,808,0.0484790304193916,0.067287784679089,0.4461538461538462,1.6,4.005356734218446,0.3115499557071537,-0.953125,0.5116959064327485,2.0,0.0213933945671292,1.0,34.986910773089775,69.58449738704991,0.0093149540517961,22.209302325581397,-0.4773584905660379,15.403304080737165,0.0,0.0226415094339622,1.0,0.8145695364238411
GBR,2012,32,32,530,41,Ireland,1,1,4,6,United Kingdom,0.1666666666666666,0,0,0,814,0.0488390232195356,0.0062111801242236,0.1666666666666666,17.333333333333332,2.6943095568222697,0.0233772541747041,12.666666666666666,0.5116959064327485,2.0,0.0213933945671292,1.0,12.953445326237029,20.25082630035682,0.0,22.209302325581397,-16.322012578616352,10.64990785432207,0.0,0.0226415094339622,1.0,0.8145695364238411
GEO,2012,10,32,34,40,Georgia,1,2,3,6,United Kingdom,0.1666666666666666,0,0,0,25,0.0014999700005999,0.0062111801242236,0.1666666666666666,17.333333333333332,0.3199193293425022,0.2192063148788927,0.4285714285714285,0.7777777777777778,1.5813953488372092,0.0213933945671292,0.8269230769230769,7.365064173195124,7.046511760467377,0.0146198830409356,5.571428571428571,-4.927696078431372,2.421691176470588,0.0,0.0294117647058823,0.3125,0.1158940397350993
GER,2012,27,32,383,6,Germany,11,20,13,44,United Kingdom,0.25,0,0,0,592,0.0355192896142077,0.0455486542443064,0.25,2.363636363636364,3.648178819933608,0.4268344668171516,0.2,0.5470588235294118,1.976744186046512,0.0364797081623346,0.9885057471264368,27.42595363848871,37.29723908573284,-0.0138730761121652,39.23529411764706,-1.0356856752907673,27.154000179765703,0.0368852459016393,0.0234986945169712,0.8125,0.6920529801324503
GRE,2012,20,32,102,77,Greece,0,0,2,2,United Kingdom,0.0,0,0,0,111,0.0066598668026639,0.0020703933747412,0.0,52.0,,0.0094478085351787,0.2833333333333333,0.6086956521739131,1.302325581395349,0.001267892295886,0.7413793103448276,15.547008613759475,4.906636434732504,0.0575592885375494,6.25,-31.855392156862745,-5.181617647058824,0.0,0.1274509803921568,0.625,0.2516556291390728
GRN,2012,3,32,8,50,Grenada,1,0,0,1,United Kingdom,1.0,0,0,0,1,5.999880002399952e-05,0.0010351966873706,1.0,104.0,0.0664545272656537,0.1009244791666666,0.0,0.625,1.5813953488372092,0.0213933945671292,0.8269230769230769,-5.356322547866628,2.882941317395127,,1.3333333333333333,-9.53125,-1.9260416666666669,0.0,0.125,0.09375,0.0264900662251655
GUA,2012,11,32,19,70,Guatemala,0,1,0,1,United Kingdom,0.0,0,0,0,1,5.999880002399952e-05,0.0010351966873706,0.0,104.0,,0.0023363919667589,0.0,0.5833333333333334,1.302325581395349,0.001267892295886,0.7413793103448276,3.0929079337444696,2.103120576617135,,1.5,-35.35361842105263,-9.55608552631579,0.0,0.0526315789473684,0.34375,0.0695364238410596
HKG,2012,13,32,41,79,Hong Kong,0,0,1,1,United Kingdom,0.0,0,0,0,3,0.0001799964000719,0.0010351966873706,0.0,104.0,,-0.003221482748364,0.2153846153846154,0.4727272727272727,1.302325581395349,0.001267892295886,0.7413793103448276,4.784608535968236,1.9866408647071216,0.0203463203463203,1.75,-41.81935975609756,-11.320807926829268,0.0,0.024390243902439,0.40625,0.1456953642384106
HUN,2012,21,32,151,10,Hungary,8,4,6,18,United Kingdom,0.4444444444444444,0,0,0,477,0.0286194276114477,0.0186335403726708,0.4444444444444444,5.777777777777778,2.174467730593136,0.266343791573469,-0.5238095238095238,0.5621890547263682,1.9534883720930232,0.036922024623803,0.9772727272727272,21.45332049862721,22.061874612865125,0.03904090657822,18.925925925925927,-3.0162113686534213,12.34328473755212,0.0,0.086092715231788,0.65625,0.3675496688741722
INA,2012,8,32,22,60,Indonesia,0,2,1,3,United Kingdom,0.0,0,0,0,29,0.0017399652006959,0.0031055900621118,0.0,34.666666666666664,0.0205361548882945,0.1396108815426996,0.5,0.5909090909090909,1.302325581395349,0.001267892295886,0.7413793103448276,3.5951928450565656,1.0795117971135468,0.013986013986014,3.888888888888889,-8.28030303030303,0.2381313131313129,0.0,0.0909090909090909,0.25,0.0529801324503311
IND,2012,13,32,81,57,India,0,2,4,6,United Kingdom,0.0,0,0,0,26,0.0015599688006239,0.0062111801242236,0.0,17.333333333333332,-0.5342131477215704,0.0687720651938487,0.1176470588235294,0.6947368421052632,1.302325581395349,0.001267892295886,0.7413793103448276,10.220053218256814,5.432202577471353,0.1275726630007856,1.7894736842105263,-6.561342592592592,-0.7157711988304092,0.0,0.0246913580246913,0.40625,0.1788079470198675
IRI,2012,13,32,52,12,Iran,7,5,1,13,United Kingdom,0.5384615384615384,0,0,0,61,0.0036599268014639,0.0134575569358178,0.5384615384615384,8.0,0.614560941984632,0.3139292279411764,-0.7692307692307693,0.8070175438596491,1.976744186046512,0.068878248974008,0.9885057471264368,13.840564147337432,18.76232740137225,-0.1384370015948963,4.764705882352941,-2.59375,2.5571691176470583,0.0,0.0192307692307692,0.40625,0.1688741721854304
IRL,2012,14,32,64,41,Ireland,1,1,4,6,United Kingdom,0.1666666666666666,0,0,0,29,0.0017399652006959,0.0062111801242236,0.1666666666666666,17.333333333333332,-0.1344664003336827,0.091728515625,-0.359375,0.5526315789473685,1.5813953488372092,0.0213933945671292,0.8269230769230769,12.2716816234631,-1.5493767158210567,-0.1457811194653299,2.7142857142857144,-7.052083333333333,-0.2156249999999997,0.0,0.0625,0.4375,0.1788079470198675
ITA,2012,28,32,281,9,Italy,8,9,11,28,United Kingdom,0.2857142857142857,0,0,0,555,0.0332993340133197,0.0289855072463768,0.2857142857142857,3.7142857142857135,3.3366661696347912,0.2537860720740243,0.0,0.5549738219895288,1.9534883720930232,0.036922024623803,0.9772727272727272,28.63822083924197,30.398583552127004,-0.0463333675529548,23.074074074074076,-2.27535587188612,15.469245090286012,0.0,0.0035587188612099,0.875,0.5529801324503312
JAM,2012,4,32,45,18,Jamaica,4,5,4,13,United Kingdom,0.3076923076923077,0,0,0,68,0.0040799184016319,0.0134575569358178,0.3076923076923077,8.0,0.078692836198518,0.3912398148148147,0.2,0.4677419354838709,1.9069767441860463,0.048374698716696,0.9555555555555556,2.474662000805647,14.491736507616336,0.0131964809384164,5.3125,-0.5861111111111112,3.5429166666666663,0.0,0.0222222222222222,0.125,0.0827814569536423
JPN,2012,29,32,291,11,Japan,7,14,17,38,United Kingdom,0.1842105263157894,0,0,0,400,0.0239995200095998,0.0393374741200828,0.1842105263157894,2.736842105263158,3.459806169323364,0.3268601689388302,0.375,0.4987468671679197,1.976744186046512,0.068878248974008,0.9885057471264368,29.606400863421392,24.471245674094064,-0.0110999599655594,22.09090909090909,-1.4434289654548744,15.0306076739999,0.0,0.0034364261168384,0.90625,0.5860927152317881
KAZ,2012,19,32,113,23,Kazakhstan,3,2,6,11,United Kingdom,0.2727272727272727,0,0,0,46,0.0027599448011039,0.0113871635610766,0.2727272727272727,9.454545454545457,1.4284337413913868,0.1511111627770381,-0.2068965517241379,0.6439393939393939,1.9069767441860463,0.0592964627711549,0.9555555555555556,18.26303764975985,12.465713395427288,0.1507887090078871,10.0,-4.922541230893002,5.523237630732099,0.0,0.0088495575221238,0.59375,0.3509933774834437
KEN,2012,4,32,47,29,Kenya,2,4,7,13,United Kingdom,0.1538461538461538,0,0,0,90,0.0053998920021599,0.0134575569358178,0.1538461538461538,8.0,0.0503928461271194,0.4414174966047986,1.2307692307692308,0.5686274509803921,1.7906976744186047,0.0344312633525539,0.9052631578947368,0.8332362993389633,11.493980657613054,-0.0483938256153525,8.76923076923077,-0.5984042553191489,5.958940261865794,0.0,0.0212765957446808,0.125,0.076158940397351
KOR,2012,25,32,249,5,South Korea,13,9,9,31,United Kingdom,0.4193548387096774,0,0,0,247,0.0148197036059278,0.0320910973084886,0.4193548387096774,3.3548387096774195,2.698894845239409,0.2718833866650156,-0.2857142857142857,0.5641025641025641,2.0,0.0454172366621067,1.0,25.886293757102,38.72746799810014,-0.0681162808822383,17.647058823529413,-1.7152197499676125,11.838375251480304,0.0,0.0080321285140562,0.78125,0.4569536423841059
